PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
2308229,Electric Clothes Lint Pill Fluff Remover Fabrics Sweater Fluff Ball Remover Household Supplies,"[Easy to use, just plug in and switch the on/off button.,Compact design and lightweight, convenient to carry.,Stainless steel cutter, durable and long life service.,Easy cleaning fluff ball and let your clothes look more neat and clean.,Simply turn it on, and run the perforated head over the surface of the item.]","The electric lint remover is a nice tool for clothes to remove fluff ball while not damage the clothes. <br /> <br /> <b>Specifications:</b><br /> Material: ABS<br /> Plug Type: 2 types (optional)<br /> Power: 3W<br /> Working Indicator: Red<br /> Item Size: 150 * 125 * 63mm / 5.91 * 4.92 * 2.87in<br /> Package Weight: 280g / 9.88ounces<br /> Package Size: 180 * 130 * 80mm / 7.09 * 5.12 * 3.15in<br /> <br /> <b>Note:</b><br /> There are 2 kinds of plug types for your choice, please choose one suitable for your country.<br /> Avoid pressing heavy, to prevent damaging clothing.<br /> Do not use on dressing clothing.<br /> Be sure to use the floss protection cover when using on clothes with long hairs.<br /> <br /> <b>Packing List:</b><br /> 1 * Electric Clothes Lint Pill Fluff Remover<br /> 1 * Brush",1739,708.6614166
941830,"Gossard Women's Glossies Thong, Nude, Large","[Sheer smooth glossies fabric provide a natural silhouette creating no vpl,Decorative trim on waist band and leg edge,Gold Gossard signature plate detail]",The Gossard Glossies Sheer Thong 6276 features diamond-patterned detailing along the top. Made of nylon/elastane. Gossard's Glossies Sheer Thong is made of nylon/elastane. Designed to match Gossard Glossies Sheer Bra 6271.,0,1300
2111674,"PERRI'S LEATHERS LTD - Blue Lightning Polyester Guitar Strap Bundle with FREE BONUS 3 Medium 0.71mm Guitar Picks, Leather Acoustic Adaptor, 4 Strap Locks & Shoelace","[Guitar Strap is 2"" inches wide polyester with adjustable lengths of 39"" to 58"",3 Guitar Picks are medium celluloid 0.71mm,Acoustic Adaptor is made of genuine leather with durable plastic knobs,Guitar Strap Locks, 4 Pack, Easy to attach on your guitar pin to lock in your strap,A complete set for any guitarist's needed, perfect gift for Christmas, Birthdays or any special occasion]",This package includes - 1pc of our Flame Polyester guitar strap - 4pcs Rubber Strap Locks - 1 Acoustic Adaptor - 3pcs Matching Guitar Picks - 1 Nylon Shoelace For Strap Attachment,12641,3900
1712009,"Wamika Beautiful Sunflowers Placemats Wood Board Fall Autumn Table Mats Non-Slip Washable Heat Resistant Place Mats for Kitchen Dining Decor 12"" X 18"" Set of 6","[One side pringt with state of the art digital printing technology.,Each Table Mat is 12 INCHES x 18 INCHES. With Hand-sewn finished edges.,100% High Quality Polyester Fabric. Great for any occasion and daily use.,Vivid color & clear image. Long lasting design. No dyes harming health of your family.,The place mats is easy to clean. Machine washable on cold wash. NO FADING. Wrinkle Resistant. No ironing needed.]","<b>Occasion:</b> Great for dinner parties, housewarming, birthday celebrations, entertaining and family gatherings. They can be used indoor and outdoor. Use them in your home, garden, office, cafe, party house, restaurant, bar, hotel.<br><br><b>Material:</b> Environmentally friendly, durable and long lasting polyester. no dye substance harming health of your family. Colors won't fade thanks to new digital printing methods.<br><br><b>Usage:</b> It is a perfect gift idea for your wife, husband, best friend, mom, dad, sister, brother, grandma, colleague and all other beloved ones with many of surprising designs.<br><br><b>Note:</b> The digital images we display have the most accurate color possible, however due to differences in computer monitors, please allow little color difference.",1346,1799.999998
64076,Make it New,,,6115,575
912605,"(Reprint) 1963 Yearbook: Aquinas Dominican High School, Chicago, Illinois",,,1,803
236044,Histoire de Flandre [By J.M.B.C. Kervyn de Lettenhove].,,,6108,744.093
1117051,Great.. -Box Set-,,,840,570.865
2301371,"Dynamic Sales Manual Hand Finger Digital Counting Machine, Mantra Jap Count Machine, Cricket Umpire and Various Use (Multicolor)","[With Statistical reading, automatic power off and the counter can be cleared to zero.,This hand tally counter never skipped a beat and are 100% accurate.,Used for all kinds of meditation relaxation, decompression, active fingers, etc.,It is made of ABS plastic material with good resistance to falling, durable material,you could lock the number when you stop count. Tally Counter Clicker-Our Tally Counter is different from others which need to be held by your finger, the mechanical manual clicker with adjustable circle snap design, it not easy to fall off your finger.]","<p><i><strong>Brand Name :- Dynamic Sales</strong></i></p><p><i><strong>Instructions :-</strong></i></p><ul><li>Portable Rotating Prayer Beads With Digital Counter.&nbsp;</li><li>Scroll count and low-noise operation. Scroll down the thumb to start counting with the smooth roller.&nbsp;</li><li>Mini sized counter is light weight, so it is easy to carry.&nbsp;</li><li>With Statistical reading, automatic power off and the counter can be cleared to zero</li><li>It is made of ABS plastic material with good resistance to falling, durable material.</li></ul><p>&nbsp;</p>",3878,708.6614166
1922352,AmHoo 2 Panels Embroidered Leaf Pattern Semi Sheer Curtains Foliage Floral Voile Window Draperies Treatment for Bedroom Living Room Rod Pocket White 53 x 84 Inch,"[Sold As Pair ：2 panel embroidered leaf floral sheer curtains.With 3 inch inner Rod Pocket,makes it incredibly easy to hang with a curtain rod.,Quality Fabric : Perfect Amount of Sheer Texture Offer a High-quality Touch,and lets just enough light in, while also providing privacy.,Embroidery Design : Elegant embroidery floral leaves design,let the sun through and cast an elegant lovely hue in the room,make a pretty soft and natural look to your windows,Home decoration : Brighten up your place,Bring aesthetic warmth to your home.perfect for bedroom,living room, dining room, kitchen, baby room, girls room and applies to any place at home.,Easy Care : Machine washable in cold water,, gentle cycle,tumble dry low,light iron if needed.]","<b>AmHoo Leaf Embroidered Sheer Curtains <b>If you're looking for a curtain that adds elegance to your room, this is the curtain for you!<b><b>1.Style:<b>Leaf pattern , a contemporary look,an elegant addition to your home<b>2.Fuction<b>Rich textured look semi-sheers enhance privacy, but still lets some natural light in.<b>keep the room comfortably tranquil<b>Add a fresh accent and create a natural elegant look for your home<b>3.Package:<b> Include 2 Panels",1641,8399.999991
2687136,Camera Lens Protector for Vivo X60 (Pack of 2) With Free Cleaning wipes,"[Compatible Device [Area of Coverage- Full Screen Coverage (except edges)],this protector is made to protect the screen glass from scratches and other external damages.,This protects your device without losing any clarity or the uncovered experience.,The tempard that protects the original screen from shattering, with an industry leading. Provides super high definition clarity.,High quality Anti-Glare & Anti-Fingerprint (Oleophobic Coated) Guard.]",<p><strong>[Benifits]</strong></p><ul><li>Reliable Protection from Drops.</li><li>Reliable Protection from Scratches.</li><li>Easy Way to Maximize Resale Value.</li></ul><p><strong>[Product Features]</strong><br>&nbsp;</p><ul><li>Anti Glare</li><li>Scratch resistance<br>Bubble free application</li><li>Original screen brightness<br>Rounded edges to prevent any cut over your finger</li><li>High oleophobic coating for antifingerprint property</li><li>Extreme clarity and responsiveness</li></ul><p><strong>[Kit Contains]</strong></p><ul><li>2 Camera Lens protector</li><li>1 Wipes Kit ( Dry &amp; wet wipes)</li></ul><p>&nbsp;</p><p><br>&nbsp;</p>,2211,688.9763773
1697336,"Hand Control Valve, 1pc MOV-01 2-Position 2-Way G1/8 Hand Control Air Pneumatic Mechanical Valve Air Valve","[This is a hand controlled pneumatic mechanical valve of good performance and durability,Hand movement operation type, convenient to use, 2-way 2- position type, G1/8 female thread,Easy to install fit for controlling diaphragms of larger valves or small cylinders or any pressure system that is alternatively pressurized and exhausted,Black plastic knob switch is convenient to adjust,The hand control valve has simple structure, small size, easy installation and maintenance]","<p> <b>Features:</b></p>This is a hand controlled pneumatic mechanical valve of good performance and durability.<br> Hand movement operation type, convenient to use, 2-way 2- position type, G1/8 female thread.&nbsp; Easy to install fit for controlling diaphragms of larger valves or small cylinders or any pressure system that is alternatively pressurized and exhausted. Black plastic knob switch is convenient to adjust.<br> The hand control valve has simple structure, small size, easy installation and maintenance.<br> <p> <br> </p><p> <b>Specifications:</b></p><p> Model: MOV-01 </p><p> Material: Metal </p><p> Nominal Pressure: 0.1~0.8Mpa </p><p> Suitable Pipe Size: G1/8 </p><p> Used for: Control air pipeline </p><p> Connection Type: Thread </p><p> Pressure Environment: Normal pressure </p><p> Operating Temperature: Normal temperature </p>Type: Straight<br> Flow Direction: Single-direction<br> Form: Plunger valve<br> Weight: 105g(approx.)<br> <p> <br> </p><p> <b>Package Includes:</b></p><p> 1 x Valve </p>",9701,236.2204722
2506851,GEZICHTA Car Roof Hammock Car Bed Rest Cargo Net Sunshade ​for Jeep Wranglers YJ TJ JK JKU JL JLU 1987-2019(Black),"[Material: Made of oxford cloth, durable, light-weight and can bear the weight of an adult,For relaxing: Lie down and rest on the car, makes you melt into nature relax for a while after the busy work for a long time.,Easy to install: No drilling and no cutting requested, reinforced seam and widen hook and loop tape band can hold it well on the top of car, without danger of falling.,Size: The overall length is 152cm/60inch and width is 53cm/21inch, it can be used for kids and adults.,Application: The car roof hammock fits for YJ, fit for TJ fit for JK, fit for JKU fit for JL fit for JLU 1987-2019 etc.]","Car Roof Hammock Car Bed Rest Cargo Net Sunshade for Jeep Wranglers YJ TJ JK JKU JL JLU<br />Features:<br />1. Application: The car roof hammock fits for YJ, fit for TJ fit for JK, fit for JKU fit for JL fit for JLU 1987-2019 etc.<br />2. Size: The overall length is 152cm/60inch and width is 53cm/21inch, it can be used for kids and adults.<br />3. Material: Made of oxford cloth, durable, light-weight and can bear the weight of an adult<br />4. For relaxing: Lie down and rest on the car, makes you melt into nature relax for a while after the busy work for a long time.<br />5. Easy to install: No drilling and no cutting requested, reinforced seam and widen hook and loop tape band can hold it well <br />on the top of car, without danger of falling.<br /><br />Specifications:<br />Material: Oxford cloth<br />Color: Black, Red<br />Size: (Approx)(LxW)109x53cm/43x21inch<br />Overall length: (Approx)152cm/60inch (With hook and loop tape band)<br /><br />Package Included:<br />1 x Car Roof Hammock<br /><br />Note:<br />1. Due to the light and screen difference, the item's color may be slightly different from the pictures.<br />2. Please allow 0.5-2 cm differences due to manual measurement.<br />",7497,1181.102361
2976337,arythe Romantic LED Light Valentine's Day Sign with Suction Cup Wedding Decor Marry Me Warm White,"[High-quality suction cup, lasting adsorption on surface!,Made of acrylic, durable and safe. Powered by 3x AAA batteries (not included).,Color: White, Material: Acrylic, Size: Approx. 30x10.5cm/11.81x4.13inch,Package Includes: 1 Piece LED Light,Kindaly reffer the product description before buying the product.]","<p><b>Description:</b></p><p>Perfect LED &quot;LOVE&quot; / &quot;Marry Me&quot; Letter Light, represents love, a romantic gift for for lovers on Valentine Day.<br>High-quality suction cup, lasting adsorption on surface! <br>Made of acrylic, durable and safe. Powered by 3x AAA batteries (not included).<br>Suitable for decoration of Christmas trees, cabinets, rooms, courtyards, etc.<br>Perfect for photo props, wedding, proposal occasion, table centerpiece, party, Christmas, Valentines Day, anniversary, etc.</p><p><b>Specification:</b></p><p>Material: Acrylic</p><p><b>Size Chart:</b></p><p>Size: 30x10.5cm/11.81x4.13inch</p><p><b>Package Includes:</b></p><p>1 Piece LED Light</p><p><b>Note:</b></p><p>1. Please allow slightly error due to manual measurement.<br>2. Due to the difference between different monitors, the picture may not reflect the actual color of the item.<br>3. Wish you a wonderful on-line shopping!</p>",1672,314.9606296
2048173,Valentino CALIFORNIA-52A Men Lace-Up Formal Shoe Brown,"[Warranty Type: Against Manufacturing Defects,Material: 100% genuine leather,Long Durable; Highly Comfortable]",This product is made from CW Leather material on the inside and outside to make it most comfortable and durable. It's features Polyurethane (PU) Sole Lace-Up Closured is designed to be used as formal wear footwear. The key to any well-dressed men is to find the perfect shoes. Find yours from the latest collection of formal shoes by feet away. The shoes are designed to take you through the work week and into the weekend revelries with style. the footwear that suits your personality Our footwear are made with quality material Important Features:- It can be worn on all your Formal or party wear or as well as any occasions,3246,1259.842518
1730566,"Gadgets Wrap Printed Landscape Photo Frame Style Decal Decor, The Robot Lost In Space (15 X 11Inch, Multicolor)","[Material: others, color: multi-colour,Package contents: 1 x photo frames,Item size: 29.99 cm x 5.0038 cm x 5.0038 cm,Package contents: 1 x photo frames]",,12228,1098.423
2287207,GOYAL Office Chair Study Work Table with Iron Frame & Wooden TOP with Sunmica Size 2 * 1.5 * 2,"[Style: Modern,Specialy design for Work from home purpose,Size: 2*1.5*2 ft,Material: Iron frame and wooden top,For any query contact: 9206695000]",GOYAL Office Chair Study Work Table with Iron Frame & Wooden TOP with Sunmica Size 2 * 1.5 * 2,5486,2400
2680505,"Aegy Mobile Skin & Wrap Sticker Compatible with - Google Pixel 4a ( Only Back Skin , Orange Sandstone )","[High Precision Skin with Orange Sandstone Pattern. Cut with ultimate software. Accuracy and perfect protection for your valued device.,High Quality material, with good adhesive components. Brings to you a resistant skin with perfect texture and grip, and no bubbles.,Elegant, modern and original. Slim, light with perfect fit around the edges.,This is a Mobile Skin only, not a Mobile Case,Compatible Device - Google Pixel 4a]",,2213,748.0314953
452565,"Dark Pool of Light, Volume One: The Neuroscience, Evolution, and Ontology of Consciousness: 1 (Reality and Consciousness)",,,84,600
1725917,"BOMAROLAN Vintage Artificial Peony Bouquet Silk Flowers, Pack of 1 Fake Flowers Home Party Festival Decoration(Dark Pink)","[MATERIAL - The peony is well made of high quality silk, which is colorful, looks lifelike and has a real touch.,SPECIFICATION - Each bouquet of peony contains 6 blooming peony (flower head about 4 inches in diameter) 2 peony buds (about 2 inches in diameter) 3 of water grass accessories and 2 groups of hydrangea foam,UNIQUE DMULTIPLE USES - Easy to DIY - Each flower head can be uninstall and install. Great for wedding bouquets, party, home, outdoor and holiday decoration.ESIGN: Artificial peony adopts special craft, which have a realistic visual effect and handfeel. The texture of branches and leaves is quite clear, every place is perfectly carved out, and petals are very luxuriant and grace. In addition, the branch of artificial Peony can be bend at will.,MULTIPLE USES - Easy to DIY - Each flower head can be uninstall and install. Great for wedding bouquets, party, home, outdoor and holiday decoration.,SATISFACTION GUARANTEE - If you encounter any problems or are not satisfied in any way, just send us an email and we will provide the best solution and all issues will be resolved within 24 hours.]","<b> GORGEOUS FLOWERS, EXCELENT QUALITY </b> <br><br> The color and the flowers were very realistic. They would make beautiful bouquets and centerpieces. The material has some plasticity so you can move the petals and bend the stems, it much better than plastic and last longer than real peonies. They look so gorgeous! <br><br><b>Great for: </b> <br><br>Table top bouquet, bedroom dresser, table centerpieces, kitchen, dining table, living room, office table, window sill, dining room, birthday, wedding anniversary, family party decoration. <br><br><b>Specification</b><br><br>A bouquet of peony contains 6 blooming peony (flower head about 4 inches in diameter) 2 peony buds (about 2 inches in diameter) 3 water accessories and 2 groups of hydrangea foam fruit<br><br><b>Material: </b> quality silk flower and flowers stems have wires inside<br><b>Length: </b>20 inch<br><b>Total Weight: </b>6.3 OZ<br> <b>Package Quantity: </b>1 bunch of artificial peony(Not Include Vase) <br><br> <b>Tips: </b> <br><br>1. The stems are made of environment-friendly material plastic, it is realistic and durable, which is easy to clean. <br><br>2. There would be accumulated dust if you put it in a place for very long time. You can use the hair dryer with cold wind to remove the dust. <br><br>3. It can be washed by water and then blown dry with a low temperature blower. <br><br>4. Do not put peony in the water for a long time, especially in hot water, otherwise the leaves will be withered. <br><br>5. Due to the influence of light, the actual color may be slightly different from the picture on the website. But it does not affect the aesthetics of the product. <br><br><b> Artificial flower is the best choice people who may allergic to flowers. It will become your happy flower which will make you smile every day. It does not cost too much and can fit well with different furniture. </b>",7284,2000
1984720,"Flash Furniture Small Rustic Natural Home Office Folding Computer Desk - 36""","[Make the most of your space with a folding table computer desk for your work from home office or as a student desk for your remote learning student. The ample worksurface offers space for multiple activities then folds away when no longer needed.,Design: .5"" thick multi-patterned surface, black powder coated metal frame with industrial bracing, floor glides,Desk is easy to assembly, after assembling the top folds down to store,Industrial style laptop desk for any work or study space,PRODUCT MEASUREMENTS >>> Overall Size: 35.5""W x 18""D x 29.5""H | Folded Size: 35.5""W x 2.75""D x 29.5""H]",A perfect addition to your interior decor. Made of sturdy and durable material and has a long lasting finish.,5486,1800
429867,Cache of Medieval Weapons at a Renaissance Fair Journal,,,80,600
123223,The Cambridge Plot: 5 (Rosy Gilchrist),,,103,500
1158744,Melamine Coffee/Tea/Milk Pot 450 ml,"[Break Resistant,Premium Grade Imported Melamine,Food Grade]",High Quality Melamine Coffee /Tea /Milk Pot for Bedside Use. 450 ml Holds apporximately 2 cups .,1291,393.700787
1072473,APDTY 89124 Interior Door Handle Front Left Driver-Side Chrome Handle; Black Trim For 2000-2002 Lincoln LS (Replaces Ford YW4Z-5421819-AA; YW4Z5421819AA,,,0,756
105198,"Les Deux Cr oles, Ou l'Entra nement de Example (Classic Reprint)",,,107,598.424
2588967,"ZURU BUNCH® Rainbow Color Cup LED Flashing 7 Color Changing Light. Pour Water or Tea, Lighting Cup, Easy Battery Replace Glass (250 ml)","[LIQUID ACTIVATED :- Glow in the dark. The flash cup light up as soon as liquid is poured into the glass and the colors are fun and vibrant. It turns off when there is no liquid left,LIQUID ACTIVATED :- Glow in the dark. The flash cup light up as soon as liquid is poured into the glass and the colors are fun and vibrant. It turns off when there is no liquid left,LIQUID ACTIVATED :- Glow in the dark. The flash cup light up as soon as liquid is poured into the glass and the colors are fun and vibrant. It turns off when there is no liquid left,Easy to Use :- It is durable and easy to use. Just stick a penny into the battery cover slot, give it a counterclockwise twists.,Batteries :- LED light up cup is powered by 2x2025 cell batteries. When the batteries wear out, it looks simple enough to replace them. Stick a penny into the battery cover slot, give it a counterclockwise twists, and it pops out to access the battery compartment.,Safe Material :-The transparent shine cups are made of sturdy acrylic plastic. And it is a food-grade plastic. No adverse effects on human health.,PARTY TIME - Whatever the occasion, these tumblers Light up your birthday party, wedding, nightclub, holiday parties, weddings, sporting events, festivals, night events, bars, etc.]","Zuru Bunch LED Flashing 7 Colours Changing Liquid Activated Mug. cup is environmental protection transparent shine cup when pour into liquid (water, beverage, beer, etc) , it will light up and flash immediately, very magical, suitable for celebrate, party, bars, gifts and so on. Water induction cup, if no water in the cup, it will not light up. Suitable for: bar, discos, restaurants, leisure, party, friends gifts, etc. Power: button cell X 2 (included). To Replace Batteries: Unscrew the battery compartment door located on the bottom of the base, place new batteries in the battery compartment and screw on the battery door.",1396,472.4409444
2680290,"Aditya Sign Toilet Sign Board for Office, Home, Industry, Public Places, Railway Station, Hospital GNS-12528","[Toilet Sign Board for Office, Home, Industry, Public Places, Railway Station, Hospital GNS-12528,Printed Product,All the signs and symbols are used as per norms,Size : 8 inch (Width) + 8 inch (Height) + 3 mm Thickness + Two Sided Tape at back side]","<p><strong>About Our Brand&nbsp;</strong></p> <p><strong>Aditya Sign</strong><strong>: we are Specialist for all sign stickers, Sticks to just about any smooth clean surfaces.&nbsp;</strong></p> <ul> <li>Flexible Rigid Light Weight Dust Proof</li> <li>Cold Resistant Water Resistant Thermal Resistant</li> <li>Pre-printed on 3 mm thick foam board</li> <li>Comes pre-mounted with a strong adhesive backing (thin, sturdy double-sided industrial tape)</li> <li> good Vinyl Printing Material With Glossy or Matt Lamination and pasted on 3 mm Foam Sheet with Back side Two Sided Adhesive tape so easy to installation at clean Surface</li> </ul>",5274,800
1844637,"Women's Sun Uv Protection Driving Gloves Touch Screen Cotton Anti-skid Gloves (One Size, Dark Pink Lace New)","[Material: 80% cotton 20% Polyester,Soft,Thin,Lightweight.,Excellent Touchscreen Performance. Precise Positioning,Smooth Operation.,Non-skid,Breathable,comfortable,sunproof and good protection.,Protect you from sunshine when you go outside,especially when you are driving,Cycling.,One size,very stretchy wool blend fits most,don't worry about the size.]","<b>These great sun UV protection gloves are a fantastic way to protect your hands from the harmful sun rays while keep you looking feminine and attractive. Start using these gloves to keep the sun rays off your hands now, so to prevent those tell-tale ""age spots"" from appearing.</br> These gloves are made of thin, breathable material that will keep your hands from getting hot and sweaty while allow a secure feeling when you are driving,Cycling,Fishing,Golf,Jogging,Climbing and any other outside activities.</br></br> Service:</br> Our goal is to keep our customers beyond satisfied. If this was not the case,we would appreciate it if you could give us a chance to address your concerns before feedback.We promise provide a satisfied solution. </b>",2950,590.5511805
1945243,NOHUNT Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer (S.S Grater),"[SWISS MADE COARSE GRATER WITH SLIP-RESISTANT FEET,GRATER - Effortlessly grate carrots, beetroot, apples and chocolate. Its slip-resistant silicone feet and additional cut-outs ensure superior safety and maximum usability.,STAINLESS STEEL BODY - The fast track to precision grating for citrus fruit, vegetables and potatoes. Swiss made grater with razor-sharp precision blade and a stable blade protection for safe storage,COMFORTABLE GRIP – The handle is slip-resistant and constructed of polypropylene. Making it easy to use for prolonged periods of time.]","Stylish Household Grater in Red Cooking is an art where you draw with taste and dress with colours. As the master of your kitchen, you deserve the right tools to express your creativity. It’s a grater, but not as you know it. Meet our user-friendly alternative to a traditional mandolin. Ergonomic, intuitive and utterly kitchen-savvy, our fruit and vegetable Grater scores as high on versatility as it does on safety.",13121,118.1102361
2137420,"Appeasy Modern Indoor, Outdoor Square Flower Pot Stand/Plant Stand Floor Pot Stand for Home Garden Balcony Living Room Décor (Black, Set of 9 Pcs)","[{High quality}- Made of sturdy metal material which can hold different kinds of the potted plants.,{Protective & beautiful}- With the smooth and curved pegs and unlikely to scratch your furniture or floor. Elegant design perfect for art decor and gift.,{Sturdy & stable}- The surface of the pot holder is rust-proofed and it can be used for a longer time.,{Universal Compatibility } Can Hold Weight Upto 45 Kg,{Protective & beautiful}- With the smooth and curved pegs and unlikely to scratch your furniture or floor. Elegant design perfect for art decor and gift.]","Give your home, deck, or balcony the perfect combination of classic style and natural beauty with this charming planter stand. Made of sturdy and durable metal with a matte black powder-coated surface, this stand suitable for hall, living room, garden, pool area, balcony, rooftop, flower shop. A perfect decoration tools to decorate home, garden, yard, patio, bar and more. When you're ready to bring organization and style to your indoor or outdoor space, this metal display shelf rack will help you do just that. (Height - 8 cm & Diameter - 36 cm - Set of 9)",5904,1023.622046
2155174,Printed Back Cover for Lenovo A7,"[Slim Fitting One-Piece Clip-On-Case,Silicon Cases With Gloss Finish Printing,Stylish Printed And Impact Resistant Silicon, Non Toxic And Environmentally Friendly.,Images Printed On Cases Are High-Resolution With Gloss Finishing And Do Not Peel Or Fade! No Stickers!,The Cases Are Printed Using Modern Uv Printing Technology, Which Gives An Everlasting Edge To Edge Print]","Designer Back Case For Lenovo A7, provides protection by preventing your Mobile Phone from dust and unnecessary scratches. It is made to fit perfect",12064,393.700787
2424672,"KIDDY STAR Boys Fullsleeve Hockey T-Shirt, Pack of 1, Yellow,FS-237, 9 to 10 Years","[Made of 100% pure cotton, comfortable for all seasons,Bright Colors, Bold graphics, Tag free Crew neck tees,Trusted KIDDY STAR quality, exclusive on Amazon,Full Sleeves, Regular fit,Design will be same as shown in the image]",Make your kids style up with this trendy tshirt from KIDDY STAR and wear it with their favorite pair of jeans and sneakers. The perfectly cut and stitched sleeves neither lag nor squeeze the shoulders.Pick the perfect size for your little ones.kiddy star boys fullsleeve t-shirts with hockey prints.,2703,472.4409444
563088,Charles Wysocki Address Book,,,87,625
1520019,Floor Mats Compatible With 1998-2006 BMW 3 Series E46 | Nylon Black Let Right Front Rear 4PCS Set Carpet By IKON MOTORSPORTS | 2005 2004 2003 2002 2001 2000 1999,"[Fit For 1998-2006 BMW 3 Series E46 2Dr 4Dr,Material: High Quality Nylon | Color: Black,Package includes: 1x Set of Floor Mats,Instructions NOT included, Professional Installation is Highly Recommended.,30 Days Limited Warranty]",FIT FOR:<br> 1998-2006 BMW 3 Series E46 2Dr 4Dr<br>IMPORTANT NOTE: ITEM WILL ONLY FIT OEM BODY STYLE UNLESS OTHER SPECIFIED<br>INSTRUCTION NOT INCLUDED<br>PROFESSIONAL INSTALLATION HIGHLY RECOMMENDED<br>TEST FITTING IS REQUIRED TO ENSURE FITMENT.,7254,3300
577828,Let's Go on Safari,,,59,1080
1037852,"Purity Products Green Tea CR, 60 Vegetarian Capsules (Green Tea + Curcumin + Resveratrol)","[30 Day Supply,60 Vegetarian Capsules,Green Tea + Curcumin + Resveratrol,FSSAI Importer Licence no: 10018022008525]","GREEN TEA CR = The Power of Green Tea + Curcumin + ResveratrolWith Green Tea CR you get the power of premium quality Green Tea along with the joint boosting benefits of BCM-95 BioCurcumin plus Resveratrol for healthy aging.* Green Tea CR (designed by Chris Kilham, the Medicine Hunter) also fortifies the body's antioxidant defenses with Grape Seed extract, Pine Bark extract, Ellagic Acid, and Citrus Bioflavonoids.The Power of Green TeaGreen Tea is one of the world's most beneficial botanicals. Green tea leaves contain natural compounds called polyphenols that have been heavily researched in scientific journals. Green tea polyphenols include catechins. One catechin, EGCG, has demonstrated high antioxidant activity. The Green tea showcased in this formula delivers a high 50% EGCG content with less than 1% caffeine.Not Just Any Curcumin - BCM-95 BioCurcuminCurcumin is an extract from the superfood Tumeric. Curcumin has an impressive portfolio of clinical studies demonstrating its benefits for healthy cells, joint comfort, brain support, liver support, healthy detoxification and more.* BCM-95 BioCurcumin is well-researched and noted for its bioavailability.The Benefits of ResveratrolScientific investigation about Resveratrol's importance for cardiovascular health has led to a deeper understanding of its extraordinary cellular effects. Resveratrol (also found in red wine) has been shown to interact with cell membrane receptors that maintain dynamic function of the cardiovascular system. Resveratrol appears to support a key enzyme that stimulates production of nitric oxide in blood vessel linings. This in turn promotes relaxation of blood vessels and healthy circulation.*Experience the power of three vital nutrients with Green Tea CR and see how healthy you can feel.",11765,150
1494815,Sokotoo Men's Slogan Letters Printed Black Denim Bib Overalls Size 32,"[If you are not sure about the size, please contact us to help you,Material : Denim,Waist Type : Mid,Thickness : Midweight,Decoration : Letter]","CARE TIPS <br>1) Wash seperately, especially for the first time. <br>2) Add some salt in a tubful of cool water, soak the jeans for up to 30 minutes. It can help solid color. <br>3) Wash inside out. <br>4) Dry in shade.",2849,1300
1292422,BEEVEE 100% Cotton Solid Sand Fixed Waist Cargo with Drawstring(FMCR1602SAND_38),"[Material: 100% Cotton,Fit Type: Regular Fit,Care Instructions: Hand wash cold water, dry naturally, do not iron imprint directly, do not bleach.,Closure Type: Drawstring,Solid Cargo Pant]",,8487,999.999999
1869359,"Helly-Hansen Mens Swift 4.0 Ski Jacket, 991 Black, Small","[This feature filled resort ski jacket just became more comfortable, with a weatherproof 4-way stretch HELLY TECH fabric, and more connected, with the innovative LIFE POCKET to preserve your battery life.,FEATURES: 2-layer fabric construction, 4-way stretch fabric, LIFE POCKET, Fully seam sealed, Waterproof, windproof and breathable, Durable Water Repellency treatment, Fully insulated, RECCO Advanced Rescue system, Articulated sleeves for optimal mobility, Detachable powder skirt, Helmet compatible hood, Adjustable hood, Dual hand warming pockets, Two chest pockets, Wrist gaiters with thumb hole, Ski pass pocket,GOOD FOR: Winter, Resort Skiing, Freeride, Backcountry Ski Touring, Mountaineering,FIT: Regular - Neither slim nor oversized. Regular-fitting garments may be worn over thicker midlayers. Pants will have a standard inseam with a cut that's straight through the leg.]","This feature filled resort ski jacket just became more comfortable, with a weatherproof 4-way stretch HELLY TECH fabric, and more connected, with the innovative LIFE POCKET to preserve your battery life.",2848,2362.204722
1618901,CIBBCCI Newest Eyeshadow Palette 9 Colors Pink Mermaid Warm-toned (5 Matte + 4 Shimmer) Ultra Pigmented Waterproof Eye Shadow Makeup Pallet,,,298,417.3228342
2150415,"Zollyss Indoor Doormat Front Door Mat Non Slip Rubber Backing Absorbent Mud and Snow Magic Inside Dirts Trapper Mats Entrance Rug Machine Washable Bath Mat (1, Beige)","[( Material & Feature) High Quality Microfiber adds “Super-Soft” Feel / Comfort. It also increase the product durability. The mat’s construction &Fine Danier thread Absorb water instantly & Dries Faster,( Care & Maintenance) Normal water, gentle cycle machine wash keep the product safe, Hang to dry or flat air dry. The Microfiber Yarn will not lose colour & Rather after wash the fabric will become more softer and As good as New One,( Usage) The multipurpose features of mat can protect your feet from cold floor, be it bathroom or inside living room,( Eco Friendly) Yes, and it is also Mite resistant. Very human friendly]",Add to the beauty of your interior décor with Practical and High Quality mats from Saral Home. From Decorative Doormats and Carpets to Functional Bathmats and Floor Runners each product is designed keeping your convenience in mind.,1616,2362.204722
706076,Stephens: Advances In Audiology – Measurement In ∗hearing∗ & Balance: 5,,,6236,725
